id,referencia,marca,capacidad,ciudad,responsable
145,ACH22,Kalley,383,Bello,Santiago Yepes
7381,ACH22,Sony,449,Bello,Wilson Yepes
9331,ACH01,Rico,739,Itagui,Tattiana Yepes
1343,ACH22,Kalley,1693,Niquia,Mauro Yepes
4665,ACH01,Sony,1187,Bello,Tattiana Yepes
48,ACH01,Kalley,1056,Itagui,Santiago Yepes
7715,ACH22,Rico,265,Medellin,Wilson Yepes
688,ACH43,Sony,1273,Bello,Santiago Yepes
7312,ACH01,Kalley,991,Itagui,Wilson Yepes
1148,ACH01,Rico,1553,Sabaneta,Tattiana Yepes
5159,ACH01,Sony,1937,Sabaneta,Wilson Yepes
4587,ACH01,Rico,520,Bello,Sonia Yepes
6748,ACH43,Rico,1212,Medellin,Santiago Yepes
5018,ACH01,Kalley,165,Itagui,Santiago Yepes
2133,ACH43,Kalley,1274,Medellin,Mauro Yepes
3887,ACH01,Sony,419,Bello,Mauro Yepes
5865,ACH01,Kalley,281,Itagui,Sonia Yepes
4932,ACH01,Sony,1118,Niquia,Wilson Yepes
9489,ACH01,Kalley,1065,Sabaneta,Tattiana Yepes
6567,ACH01,Kalley,1421,Sabaneta,Wilson Yepes
4215,ACH43,Kalley,232,Niquia,Santiago Yepes
8019,ACH22,Sony,1025,Itagui,Mauro Yepes
7838,ACH22,Sony,528,Sabaneta,Santiago Yepes
3285,ACH01,Kalley,1892,Medellin,Santiago Yepes
6758,ACH01,Kalley,764,Itagui,Wilson Yepes
7895,ACH43,Rico,807,Niquia,Tattiana Yepes
4155,ACH22,Kalley,926,Niquia,Wilson Yepes
9851,ACH43,Kalley,148,Sabaneta,Tattiana Yepes
2463,ACH22,Rico,1719,Niquia,Tattiana Yepes
2614,ACH43,Kalley,1169,Bello,Wilson Yepes
4690,ACH22,Kalley,1227,Sabaneta,Santiago Yepes
725,ACH22,Sony,1606,Bello,Santiago Yepes
1010,ACH43,Kalley,1633,Sabaneta,Sonia Yepes
9586,ACH01,Kalley,1030,Niquia,Wilson Yepes
9771,ACH43,Sony,1790,Itagui,Mauro Yepes
701,ACH22,Kalley,1211,Medellin,Wilson Yepes
8397,ACH01,Kalley,243,Itagui,Sonia Yepes
1325,ACH01,Sony,1890,Medellin,Tattiana Yepes
5331,ACH43,Rico,1992,Medellin,Sonia Yepes
8169,ACH43,Kalley,1710,Medellin,Mauro Yepes
3259,ACH22,Kalley,607,Sabaneta,Tattiana Yepes
5978,ACH43,Kalley,1978,Niquia,Mauro Yepes
6550,ACH43,Rico,927,Bello,Sonia Yepes
3947,ACH01,Sony,856,Medellin,Mauro Yepes
5920,ACH22,Kalley,865,Medellin,Wilson Yepes
8888,ACH01,Sony,338,Medellin,Mauro Yepes
5360,ACH01,Sony,686,Bello,Wilson Yepes
4194,ACH43,Rico,1081,Niquia,Sonia Yepes
2979,ACH43,Sony,1124,Niquia,Santiago Yepes
2693,ACH43,Sony,537,Sabaneta,Wilson Yepes
6417,ACH22,Sony,1566,Itagui,Santiago Yepes
8393,ACH22,Kalley,1286,Sabaneta,Santiago Yepes
535,ACH43,Rico,513,Itagui,Mauro Yepes
7148,ACH01,Rico,817,Niquia,Santiago Yepes
785,ACH43,Kalley,708,Niquia,Santiago Yepes
6571,ACH43,Kalley,1973,Niquia,Sonia Yepes
4788,ACH01,Sony,367,Niquia,Santiago Yepes
8031,ACH01,Kalley,1373,Niquia,Santiago Yepes
4930,ACH43,Kalley,1697,Bello,Wilson Yepes
9000,ACH22,Kalley,563,Medellin,Wilson Yepes
7488,ACH43,Kalley,1083,Bello,Sonia Yepes
3796,ACH01,Kalley,1625,Medellin,Tattiana Yepes
7792,ACH22,Rico,1826,Bello,Mauro Yepes
8867,ACH22,Rico,682,Itagui,Santiago Yepes
6208,ACH01,Sony,1232,Itagui,Tattiana Yepes
7241,ACH22,Kalley,1110,Bello,Tattiana Yepes
4711,ACH43,Sony,721,Medellin,Sonia Yepes
7770,ACH43,Rico,1671,Niquia,Wilson Yepes
9424,ACH01,Sony,1525,Medellin,Sonia Yepes
7137,ACH43,Rico,434,Bello,Mauro Yepes
6682,ACH43,Kalley,898,Sabaneta,Tattiana Yepes
558,ACH01,Rico,379,Sabaneta,Santiago Yepes
6624,ACH43,Rico,1250,Sabaneta,Wilson Yepes
4233,ACH01,Kalley,678,Niquia,Mauro Yepes
9583,ACH01,Kalley,839,Medellin,Santiago Yepes
7960,ACH43,Rico,1943,Itagui,Wilson Yepes
1429,ACH01,Sony,192,Bello,Sonia Yepes
6963,ACH43,Kalley,896,Bello,Sonia Yepes
6915,ACH43,Rico,1212,Itagui,Wilson Yepes
6055,ACH01,Kalley,736,Niquia,Tattiana Yepes
6792,ACH43,Kalley,524,Bello,Santiago Yepes
394,ACH22,Kalley,1326,Bello,Santiago Yepes
9935,ACH01,Rico,1470,Itagui,Wilson Yepes
6400,ACH01,Sony,1617,Bello,Santiago Yepes
5619,ACH43,Sony,1785,Bello,Tattiana Yepes
5373,ACH43,Kalley,535,Sabaneta,Santiago Yepes
486,ACH01,Kalley,1290,Bello,Wilson Yepes
493,ACH22,Sony,1847,Medellin,Sonia Yepes
9225,ACH22,Rico,1903,Sabaneta,Sonia Yepes
8464,ACH01,Rico,822,Niquia,Santiago Yepes
5682,ACH22,Kalley,1385,Sabaneta,Mauro Yepes
7723,ACH01,Kalley,439,Medellin,Mauro Yepes
9670,ACH01,Rico,804,Itagui,Santiago Yepes
712,ACH43,Kalley,1001,Medellin,Mauro Yepes
10,ACH01,Sony,682,Medellin,Wilson Yepes
7792,ACH01,Sony,141,Bello,Mauro Yepes
6797,ACH43,Rico,1460,Medellin,Sonia Yepes
4248,ACH22,Rico,1089,Niquia,Sonia Yepes
2420,ACH22,Sony,1554,Niquia,Sonia Yepes
256,ACH01,Rico,1151,Niquia,Mauro Yepes
2857,ACH43,Kalley,981,Medellin,Santiago Yepes
3678,ACH01,Rico,1565,Medellin,Santiago Yepes
6523,ACH43,Rico,1875,Sabaneta,Mauro Yepes
3816,ACH43,Kalley,956,Bello,Mauro Yepes
1582,ACH01,Kalley,1607,Niquia,Wilson Yepes
1145,ACH43,Kalley,744,Medellin,Tattiana Yepes
2701,ACH43,Rico,1754,Itagui,Wilson Yepes
8897,ACH01,Sony,165,Sabaneta,Wilson Yepes
4343,ACH22,Rico,644,Sabaneta,Sonia Yepes
941,ACH43,Kalley,272,Itagui,Santiago Yepes
2272,ACH22,Rico,1500,Niquia,Tattiana Yepes
8214,ACH43,Sony,559,Medellin,Santiago Yepes
1966,ACH43,Rico,1523,Niquia,Tattiana Yepes
75,ACH43,Sony,1054,Bello,Wilson Yepes
6144,ACH43,Sony,1716,Itagui,Mauro Yepes
4214,ACH22,Sony,1142,Sabaneta,Tattiana Yepes
2424,ACH43,Sony,1954,Medellin,Sonia Yepes
3160,ACH01,Rico,148,Sabaneta,Wilson Yepes
4065,ACH01,Rico,381,Medellin,Mauro Yepes
7069,ACH43,Rico,238,Sabaneta,Wilson Yepes
8000,ACH22,Kalley,926,Itagui,Wilson Yepes
41,ACH01,Kalley,191,Medellin,Santiago Yepes
9315,ACH43,Kalley,1542,Itagui,Sonia Yepes
629,ACH01,Rico,446,Medellin,Santiago Yepes
4757,ACH22,Rico,800,Niquia,Santiago Yepes
5664,ACH43,Kalley,247,Niquia,Tattiana Yepes
2427,ACH43,Rico,1850,Niquia,Tattiana Yepes
9926,ACH22,Sony,775,Bello,Santiago Yepes
1813,ACH01,Kalley,1827,Bello,Santiago Yepes
9109,ACH01,Rico,611,Bello,Mauro Yepes
1146,ACH22,Rico,869,Bello,Santiago Yepes
1025,ACH22,Rico,1367,Bello,Santiago Yepes
4227,ACH01,Kalley,1279,Sabaneta,Wilson Yepes
5605,ACH43,Rico,1944,Itagui,Wilson Yepes
4905,ACH22,Rico,634,Niquia,Tattiana Yepes
6252,ACH01,Sony,987,Medellin,Mauro Yepes
866,ACH22,Sony,1722,Itagui,Santiago Yepes
9044,ACH22,Kalley,1093,Niquia,Wilson Yepes
2531,ACH01,Rico,1254,Niquia,Wilson Yepes
5015,ACH22,Sony,1022,Bello,Sonia Yepes
2788,ACH22,Rico,1453,Sabaneta,Sonia Yepes
3108,ACH01,Rico,1748,Medellin,Santiago Yepes
8879,ACH01,Rico,816,Sabaneta,Mauro Yepes
9541,ACH43,Sony,927,Sabaneta,Tattiana Yepes
4361,ACH22,Kalley,1711,Itagui,Tattiana Yepes
8663,ACH01,Rico,1767,Medellin,Sonia Yepes
9361,ACH43,Sony,1538,Medellin,Sonia Yepes
9695,ACH22,Sony,1780,Niquia,Mauro Yepes
1927,ACH22,Rico,381,Bello,Sonia Yepes
714,ACH01,Kalley,925,Itagui,Sonia Yepes
7451,ACH22,Kalley,316,Itagui,Mauro Yepes
8930,ACH43,Sony,1216,Medellin,Santiago Yepes
6065,ACH01,Rico,627,Sabaneta,Tattiana Yepes
2629,ACH43,Kalley,1253,Bello,Santiago Yepes
9216,ACH01,Sony,993,Bello,Tattiana Yepes
4737,ACH01,Sony,1614,Bello,Santiago Yepes
3288,ACH22,Kalley,1874,Bello,Tattiana Yepes
7603,ACH22,Kalley,1848,Medellin,Tattiana Yepes
3786,ACH22,Rico,1601,Itagui,Tattiana Yepes
6972,ACH43,Sony,1988,Niquia,Sonia Yepes
4442,ACH01,Kalley,1766,Bello,Tattiana Yepes
9677,ACH22,Kalley,303,Bello,Tattiana Yepes
8193,ACH22,Kalley,1870,Bello,Mauro Yepes
66,ACH22,Sony,978,Sabaneta,Wilson Yepes
148,ACH22,Kalley,345,Bello,Wilson Yepes
947,ACH43,Sony,1907,Itagui,Mauro Yepes
2065,ACH22,Kalley,1438,Itagui,Wilson Yepes
5219,ACH43,Sony,1669,Bello,Wilson Yepes
4155,ACH01,Sony,1136,Bello,Sonia Yepes
6750,ACH43,Sony,224,Bello,Sonia Yepes
9595,ACH01,Sony,119,Niquia,Tattiana Yepes
8195,ACH01,Rico,964,Medellin,Sonia Yepes
2978,ACH22,Rico,1583,Bello,Mauro Yepes
1627,ACH43,Sony,1454,Medellin,Tattiana Yepes
4046,ACH01,Sony,452,Niquia,Santiago Yepes
1851,ACH22,Kalley,319,Bello,Wilson Yepes
969,ACH43,Sony,1451,Niquia,Santiago Yepes
2953,ACH01,Rico,1175,Sabaneta,Wilson Yepes
7089,ACH01,Sony,1672,Niquia,Tattiana Yepes
94,ACH01,Sony,820,Sabaneta,Santiago Yepes
7728,ACH43,Kalley,505,Medellin,Sonia Yepes
2049,ACH22,Rico,1924,Sabaneta,Tattiana Yepes
4964,ACH22,Rico,1900,Sabaneta,Wilson Yepes
1824,ACH01,Rico,1130,Itagui,Tattiana Yepes
9465,ACH43,Rico,1380,Sabaneta,Sonia Yepes
8586,ACH01,Kalley,1491,Itagui,Tattiana Yepes
8769,ACH01,Sony,1372,Bello,Mauro Yepes
7449,ACH22,Kalley,490,Bello,Sonia Yepes
3081,ACH43,Sony,1864,Medellin,Mauro Yepes
4723,ACH22,Rico,1211,Sabaneta,Tattiana Yepes
7260,ACH22,Kalley,1212,Bello,Wilson Yepes
4697,ACH43,Rico,1897,Bello,Wilson Yepes
48,ACH43,Sony,335,Medellin,Tattiana Yepes
3542,ACH01,Rico,1826,Bello,Mauro Yepes
7179,ACH43,Kalley,616,Bello,Mauro Yepes
1346,ACH43,Kalley,146,Medellin,Wilson Yepes
2829,ACH01,Kalley,501,Itagui,Sonia Yepes
7852,ACH01,Rico,1453,Sabaneta,Tattiana Yepes
9104,ACH01,Rico,1638,Bello,Mauro Yepes
6049,ACH22,Rico,686,Sabaneta,Santiago Yepes
6802,ACH01,Rico,105,Niquia,Santiago Yepes
8525,ACH01,Kalley,195,Bello,Mauro Yepes
2750,ACH01,Kalley,1405,Sabaneta,Tattiana Yepes
4250,ACH43,Kalley,405,Sabaneta,Sonia Yepes
572,ACH22,Sony,889,Sabaneta,Mauro Yepes
9664,ACH43,Rico,1479,Niquia,Sonia Yepes
3951,ACH01,Rico,1134,Bello,Santiago Yepes
5496,ACH43,Kalley,1809,Medellin,Wilson Yepes
865,ACH01,Kalley,1649,Itagui,Mauro Yepes
1766,ACH43,Sony,235,Bello,Tattiana Yepes
7232,ACH01,Kalley,1110,Medellin,Tattiana Yepes
8776,ACH43,Sony,435,Bello,Tattiana Yepes
2096,ACH01,Rico,1921,Medellin,Sonia Yepes
6896,ACH01,Sony,1078,Medellin,Wilson Yepes
1820,ACH22,Kalley,319,Niquia,Santiago Yepes
1420,ACH43,Rico,952,Bello,Santiago Yepes
2965,ACH22,Rico,1840,Itagui,Tattiana Yepes
2809,ACH01,Sony,1819,Sabaneta,Wilson Yepes
9567,ACH43,Kalley,222,Bello,Santiago Yepes
1728,ACH01,Sony,1676,Sabaneta,Tattiana Yepes
2396,ACH22,Sony,1221,Niquia,Santiago Yepes
9113,ACH22,Kalley,894,Medellin,Santiago Yepes
6457,ACH43,Sony,865,Itagui,Santiago Yepes
7453,ACH22,Kalley,1651,Niquia,Tattiana Yepes
5694,ACH43,Rico,944,Niquia,Mauro Yepes
449,ACH22,Kalley,1054,Itagui,Sonia Yepes
4090,ACH43,Sony,974,Itagui,Mauro Yepes
6969,ACH22,Sony,246,Sabaneta,Santiago Yepes
9972,ACH01,Kalley,1376,Bello,Tattiana Yepes
3915,ACH01,Kalley,1874,Niquia,Sonia Yepes
7356,ACH43,Rico,877,Niquia,Santiago Yepes
3046,ACH01,Kalley,160,Itagui,Mauro Yepes
4165,ACH43,Kalley,1978,Niquia,Mauro Yepes
968,ACH43,Kalley,282,Niquia,Tattiana Yepes
5403,ACH01,Rico,159,Sabaneta,Mauro Yepes
2044,ACH43,Rico,530,Niquia,Mauro Yepes
5746,ACH01,Kalley,1094,Bello,Mauro Yepes
7153,ACH01,Sony,1893,Bello,Wilson Yepes
301,ACH43,Rico,105,Sabaneta,Mauro Yepes
4317,ACH01,Sony,1460,Medellin,Tattiana Yepes
7401,ACH22,Kalley,386,Medellin,Tattiana Yepes
8869,ACH22,Sony,854,Niquia,Wilson Yepes
4310,ACH43,Sony,657,Bello,Mauro Yepes
1035,ACH22,Sony,1785,Sabaneta,Tattiana Yepes
7524,ACH22,Rico,734,Niquia,Tattiana Yepes
627,ACH43,Kalley,1440,Niquia,Sonia Yepes
7566,ACH22,Kalley,506,Medellin,Mauro Yepes
5014,ACH43,Kalley,210,Itagui,Wilson Yepes
5128,ACH43,Kalley,1480,Medellin,Santiago Yepes
9980,ACH01,Sony,628,Niquia,Santiago Yepes
6707,ACH22,Rico,1969,Medellin,Santiago Yepes
9188,ACH22,Rico,1275,Sabaneta,Santiago Yepes
3405,ACH43,Sony,1107,Itagui,Santiago Yepes
3289,ACH43,Kalley,573,Itagui,Mauro Yepes
5836,ACH22,Sony,1549,Medellin,Santiago Yepes
949,ACH43,Sony,1350,Itagui,Santiago Yepes
2956,ACH43,Kalley,140,Medellin,Sonia Yepes
3468,ACH01,Rico,1332,Niquia,Santiago Yepes
1307,ACH22,Rico,1032,Niquia,Sonia Yepes
4978,ACH22,Kalley,923,Bello,Wilson Yepes
3834,ACH01,Rico,1784,Medellin,Tattiana Yepes
3953,ACH01,Kalley,1513,Sabaneta,Wilson Yepes
3178,ACH01,Sony,1458,Sabaneta,Santiago Yepes
2185,ACH22,Rico,1650,Medellin,Tattiana Yepes
374,ACH22,Sony,1209,Itagui,Mauro Yepes
283,ACH22,Sony,1205,Itagui,Sonia Yepes
5231,ACH22,Kalley,1538,Itagui,Sonia Yepes
3514,ACH43,Rico,852,Sabaneta,Mauro Yepes
3251,ACH43,Sony,555,Sabaneta,Sonia Yepes
7782,ACH22,Kalley,1424,Sabaneta,Mauro Yepes
8687,ACH01,Sony,760,Sabaneta,Sonia Yepes
581,ACH01,Kalley,525,Niquia,Wilson Yepes
4134,ACH43,Kalley,1337,Itagui,Santiago Yepes
5561,ACH01,Kalley,1341,Bello,Wilson Yepes
9233,ACH43,Kalley,1273,Niquia,Santiago Yepes
745,ACH43,Sony,1932,Itagui,Sonia Yepes
151,ACH22,Rico,957,Medellin,Sonia Yepes
2911,ACH22,Sony,1283,Bello,Santiago Yepes
6581,ACH43,Sony,1134,Medellin,Sonia Yepes
9332,ACH01,Kalley,386,Niquia,Mauro Yepes
2536,ACH22,Sony,944,Medellin,Tattiana Yepes
8475,ACH22,Rico,1523,Medellin,Tattiana Yepes
8921,ACH43,Rico,444,Medellin,Santiago Yepes
5179,ACH01,Kalley,189,Niquia,Mauro Yepes
9730,ACH43,Rico,1157,Itagui,Wilson Yepes
438,ACH22,Kalley,1689,Niquia,Sonia Yepes
1002,ACH43,Kalley,847,Sabaneta,Santiago Yepes
9972,ACH01,Rico,247,Medellin,Santiago Yepes
8490,ACH22,Sony,1241,Niquia,Sonia Yepes
5038,ACH01,Kalley,1444,Niquia,Mauro Yepes
6524,ACH01,Sony,944,Niquia,Sonia Yepes
1307,ACH22,Kalley,379,Niquia,Sonia Yepes
6678,ACH22,Rico,1975,Sabaneta,Sonia Yepes
9767,ACH43,Kalley,1050,Itagui,Santiago Yepes
2367,ACH22,Kalley,1706,Niquia,Santiago Yepes
1157,ACH01,Kalley,1144,Bello,Tattiana Yepes
1255,ACH43,Sony,115,Bello,Tattiana Yepes
3840,ACH01,Sony,1356,Sabaneta,Wilson Yepes
9427,ACH43,Sony,561,Itagui,Mauro Yepes
9882,ACH22,Sony,1009,Medellin,Wilson Yepes
6808,ACH01,Sony,1828,Niquia,Tattiana Yepes
8669,ACH43,Sony,1429,Bello,Sonia Yepes
5804,ACH01,Rico,1754,Niquia,Sonia Yepes
8138,ACH01,Sony,103,Bello,Mauro Yepes
506,ACH01,Kalley,184,Sabaneta,Wilson Yepes
7721,ACH43,Kalley,1254,Sabaneta,Mauro Yepes
4635,ACH43,Sony,113,Sabaneta,Mauro Yepes
7933,ACH43,Kalley,270,Bello,Wilson Yepes
2408,ACH01,Sony,1904,Niquia,Wilson Yepes
7868,ACH01,Rico,1085,Niquia,Santiago Yepes
7945,ACH01,Rico,436,Bello,Mauro Yepes
3127,ACH22,Kalley,1102,Sabaneta,Tattiana Yepes
2043,ACH01,Sony,569,Niquia,Tattiana Yepes
8532,ACH43,Sony,239,Bello,Wilson Yepes
6199,ACH43,Sony,329,Niquia,Mauro Yepes
8119,ACH01,Sony,1915,Bello,Tattiana Yepes
3862,ACH22,Rico,554,Itagui,Wilson Yepes
6844,ACH22,Rico,1597,Medellin,Sonia Yepes
579,ACH22,Kalley,928,Bello,Santiago Yepes
445,ACH01,Sony,206,Medellin,Santiago Yepes
5929,ACH22,Rico,1924,Medellin,Wilson Yepes
7338,ACH22,Kalley,1477,Medellin,Tattiana Yepes
409,ACH01,Sony,421,Bello,Tattiana Yepes
3450,ACH43,Sony,1970,Medellin,Tattiana Yepes
8522,ACH43,Sony,1093,Itagui,Tattiana Yepes
6439,ACH01,Rico,214,Sabaneta,Sonia Yepes
3608,ACH43,Rico,1833,Medellin,Sonia Yepes
5655,ACH01,Rico,610,Bello,Santiago Yepes
5644,ACH43,Sony,1716,Sabaneta,Sonia Yepes
2287,ACH01,Sony,101,Itagui,Wilson Yepes
6907,ACH01,Rico,676,Niquia,Mauro Yepes
4280,ACH43,Kalley,1486,Niquia,Wilson Yepes
9261,ACH01,Kalley,1434,Sabaneta,Santiago Yepes
8244,ACH01,Sony,832,Medellin,Mauro Yepes
6011,ACH01,Kalley,1822,Sabaneta,Mauro Yepes
9747,ACH43,Rico,575,Medellin,Mauro Yepes
3594,ACH43,Kalley,479,Medellin,Santiago Yepes
6173,ACH43,Kalley,228,Niquia,Wilson Yepes
7224,ACH01,Sony,576,Bello,Wilson Yepes
3714,ACH01,Kalley,1743,Bello,Mauro Yepes
6674,ACH01,Rico,1415,Niquia,Santiago Yepes
8053,ACH01,Sony,1134,Itagui,Wilson Yepes
5374,ACH43,Rico,420,Medellin,Mauro Yepes
3378,ACH01,Sony,1427,Niquia,Santiago Yepes
9208,ACH43,Kalley,201,Medellin,Mauro Yepes
5021,ACH22,Sony,530,Bello,Santiago Yepes
2517,ACH22,Kalley,1385,Medellin,Santiago Yepes
197,ACH22,Kalley,1506,Bello,Sonia Yepes
2124,ACH22,Rico,1876,Itagui,Mauro Yepes
5974,ACH43,Rico,1858,Niquia,Wilson Yepes
7515,ACH22,Sony,1766,Sabaneta,Mauro Yepes
4426,ACH01,Sony,158,Niquia,Mauro Yepes
3569,ACH01,Sony,1099,Sabaneta,Mauro Yepes
5092,ACH22,Sony,218,Bello,Tattiana Yepes
4100,ACH43,Kalley,166,Bello,Sonia Yepes
7908,ACH22,Sony,1876,Sabaneta,Santiago Yepes
1473,ACH43,Rico,1342,Medellin,Santiago Yepes
9208,ACH01,Sony,693,Niquia,Sonia Yepes
6348,ACH01,Sony,852,Bello,Tattiana Yepes
5022,ACH43,Rico,1225,Sabaneta,Mauro Yepes
7699,ACH22,Sony,1842,Sabaneta,Mauro Yepes
6942,ACH22,Kalley,511,Sabaneta,Tattiana Yepes
6973,ACH01,Sony,619,Sabaneta,Sonia Yepes
7694,ACH01,Rico,995,Bello,Tattiana Yepes
3382,ACH22,Kalley,1406,Sabaneta,Sonia Yepes
2750,ACH01,Rico,553,Niquia,Mauro Yepes
4601,ACH43,Sony,1917,Medellin,Sonia Yepes
2040,ACH43,Kalley,1730,Itagui,Wilson Yepes
773,ACH43,Rico,1847,Medellin,Wilson Yepes
5430,ACH22,Kalley,381,Itagui,Wilson Yepes
4520,ACH43,Rico,305,Niquia,Mauro Yepes
3707,ACH43,Rico,1711,Itagui,Tattiana Yepes
8998,ACH43,Kalley,1413,Bello,Sonia Yepes
5005,ACH22,Sony,1499,Bello,Santiago Yepes
4824,ACH01,Kalley,212,Sabaneta,Wilson Yepes
7859,ACH22,Kalley,1552,Sabaneta,Tattiana Yepes
8033,ACH22,Sony,1849,Bello,Mauro Yepes
8474,ACH22,Rico,1488,Bello,Santiago Yepes
5444,ACH01,Rico,1006,Niquia,Tattiana Yepes
9569,ACH43,Kalley,1610,Niquia,Wilson Yepes
3168,ACH43,Rico,1096,Medellin,Wilson Yepes
6147,ACH22,Kalley,1606,Sabaneta,Mauro Yepes
209,ACH01,Rico,795,Sabaneta,Mauro Yepes
8136,ACH01,Kalley,771,Itagui,Santiago Yepes
5954,ACH01,Kalley,761,Sabaneta,Mauro Yepes
7041,ACH22,Sony,1898,Medellin,Sonia Yepes
5551,ACH22,Kalley,1106,Niquia,Tattiana Yepes
1493,ACH01,Kalley,1834,Medellin,Wilson Yepes
1205,ACH43,Kalley,1171,Itagui,Santiago Yepes
8438,ACH22,Rico,1949,Niquia,Santiago Yepes
5714,ACH43,Kalley,729,Bello,Sonia Yepes
8294,ACH01,Kalley,843,Sabaneta,Sonia Yepes
9889,ACH22,Sony,521,Bello,Wilson Yepes
4888,ACH22,Sony,1860,Bello,Mauro Yepes
3019,ACH22,Sony,708,Bello,Sonia Yepes
9883,ACH22,Rico,977,Niquia,Mauro Yepes
1415,ACH43,Rico,888,Medellin,Santiago Yepes
3914,ACH01,Sony,976,Sabaneta,Sonia Yepes
6164,ACH43,Kalley,1321,Medellin,Tattiana Yepes
5621,ACH01,Rico,1359,Itagui,Sonia Yepes
227,ACH22,Sony,435,Itagui,Santiago Yepes
5325,ACH22,Sony,160,Sabaneta,Santiago Yepes
9845,ACH43,Rico,137,Itagui,Wilson Yepes
6339,ACH22,Kalley,1077,Bello,Tattiana Yepes
9717,ACH01,Kalley,263,Niquia,Santiago Yepes
1147,ACH01,Sony,1575,Itagui,Sonia Yepes
192,ACH01,Sony,327,Bello,Sonia Yepes
3494,ACH22,Kalley,1587,Bello,Santiago Yepes
2330,ACH01,Kalley,1549,Sabaneta,Wilson Yepes
7068,ACH01,Sony,546,Niquia,Mauro Yepes
2843,ACH01,Kalley,1259,Sabaneta,Wilson Yepes
8846,ACH22,Sony,1015,Sabaneta,Wilson Yepes
8139,ACH01,Sony,947,Sabaneta,Santiago Yepes
2872,ACH43,Sony,1962,Itagui,Wilson Yepes
4738,ACH22,Rico,392,Medellin,Mauro Yepes
9677,ACH43,Kalley,422,Medellin,Mauro Yepes
9329,ACH22,Sony,633,Niquia,Mauro Yepes
5561,ACH01,Sony,908,Medellin,Sonia Yepes
8802,ACH43,Rico,1273,Niquia,Santiago Yepes
2436,ACH22,Sony,842,Sabaneta,Mauro Yepes
2125,ACH43,Rico,1362,Bello,Wilson Yepes
7746,ACH01,Sony,1663,Bello,Tattiana Yepes
3381,ACH43,Sony,1941,Medellin,Wilson Yepes
1742,ACH01,Rico,1138,Niquia,Wilson Yepes
625,ACH01,Kalley,958,Sabaneta,Sonia Yepes
4732,ACH43,Sony,518,Niquia,Santiago Yepes
6798,ACH22,Sony,1894,Medellin,Tattiana Yepes
3459,ACH43,Kalley,1037,Itagui,Wilson Yepes
5978,ACH43,Kalley,1587,Sabaneta,Santiago Yepes
8586,ACH43,Rico,556,Medellin,Mauro Yepes
4440,ACH22,Sony,1226,Bello,Sonia Yepes
8272,ACH22,Kalley,924,Sabaneta,Wilson Yepes
1182,ACH01,Rico,1011,Itagui,Wilson Yepes
4153,ACH01,Sony,1830,Medellin,Tattiana Yepes
2071,ACH22,Sony,270,Itagui,Wilson Yepes
5794,ACH43,Kalley,712,Niquia,Mauro Yepes
7023,ACH22,Kalley,772,Medellin,Santiago Yepes
9574,ACH22,Sony,202,Itagui,Tattiana Yepes
6259,ACH43,Kalley,1625,Niquia,Wilson Yepes
2335,ACH43,Kalley,311,Medellin,Tattiana Yepes
7737,ACH43,Rico,1939,Itagui,Tattiana Yepes
7856,ACH22,Sony,467,Itagui,Mauro Yepes
9318,ACH01,Rico,1261,Niquia,Mauro Yepes
2993,ACH22,Sony,1603,Sabaneta,Tattiana Yepes
3091,ACH01,Kalley,378,Itagui,Tattiana Yepes
2285,ACH22,Kalley,682,Medellin,Sonia Yepes
1074,ACH43,Sony,627,Bello,Mauro Yepes
5351,ACH01,Sony,1678,Niquia,Wilson Yepes
7643,ACH43,Kalley,1329,Bello,Santiago Yepes
36,ACH43,Rico,1254,Niquia,Mauro Yepes
1064,ACH22,Rico,571,Medellin,Mauro Yepes
2486,ACH22,Kalley,1767,Itagui,Sonia Yepes
667,ACH43,Kalley,1058,Niquia,Tattiana Yepes
2884,ACH43,Sony,1175,Sabaneta,Sonia Yepes
7148,ACH43,Rico,149,Bello,Santiago Yepes
1318,ACH22,Rico,889,Bello,Sonia Yepes
1720,ACH22,Rico,1547,Itagui,Tattiana Yepes
2500,ACH43,Rico,1183,Medellin,Wilson Yepes
4758,ACH22,Kalley,889,Medellin,Tattiana Yepes
309,ACH22,Sony,228,Niquia,Santiago Yepes
7678,ACH22,Kalley,1698,Niquia,Sonia Yepes
4457,ACH22,Rico,1309,Sabaneta,Mauro Yepes
863,ACH22,Sony,1452,Niquia,Mauro Yepes
8212,ACH22,Sony,1291,Medellin,Santiago Yepes
4699,ACH43,Rico,1994,Niquia,Mauro Yepes
3022,ACH22,Sony,1283,Niquia,Sonia Yepes
3857,ACH22,Rico,793,Sabaneta,Sonia Yepes
8138,ACH43,Sony,1017,Sabaneta,Tattiana Yepes
7444,ACH43,Sony,1834,Itagui,Mauro Yepes
992,ACH22,Rico,803,Niquia,Santiago Yepes
1411,ACH43,Sony,1485,Itagui,Sonia Yepes
7623,ACH22,Sony,299,Medellin,Sonia Yepes
7833,ACH43,Kalley,1190,Niquia,Tattiana Yepes
1382,ACH01,Sony,1505,Sabaneta,Wilson Yepes
86,ACH43,Kalley,622,Bello,Sonia Yepes
8515,ACH01,Rico,445,Itagui,Wilson Yepes
8257,ACH43,Rico,1872,Bello,Sonia Yepes
4043,ACH22,Kalley,1505,Niquia,Santiago Yepes
7868,ACH43,Kalley,120,Niquia,Sonia Yepes
